id,PAR_TC,PAR_SC,PAR_SC_V,PAR_ASE1,PAR_ASE2,PAR_ASE3,PAR_ASE4,PAR_ASE5,PAR_ASE6,PAR_ASE7,PAR_ASE8,PAR_ASE9,PAR_ASE10,PAR_ASE11,PAR_ASE12,PAR_ASE13,PAR_ASE14,PAR_ASE15,PAR_ASE16,PAR_ASE17,PAR_ASE18,PAR_ASE19,PAR_ASE20,PAR_ASE21,PAR_ASE22,PAR_ASE23,PAR_ASE24,PAR_ASE25,PAR_ASE26,PAR_ASE27,PAR_ASE28,PAR_ASE29,PAR_ASE30,PAR_ASE31,PAR_ASE32,PAR_ASE33,PAR_ASE34,PAR_ASE_M,PAR_ASEV1,PAR_ASEV2,PAR_ASEV3,PAR_ASEV4,PAR_ASEV5,PAR_ASEV6,PAR_ASEV7,PAR_ASEV8,PAR_ASEV9,PAR_ASEV10,PAR_ASEV11,PAR_ASEV12,PAR_ASEV13,PAR_ASEV14,PAR_ASEV15,PAR_ASEV16,PAR_ASEV17,PAR_ASEV18,PAR_ASEV19,PAR_ASEV20,PAR_ASEV21,PAR_ASEV22,PAR_ASEV23,PAR_ASEV24,PAR_ASEV25,PAR_ASEV26,PAR_ASEV27,PAR_ASEV28,PAR_ASEV29,PAR_ASEV30,PAR_ASEV31,PAR_ASEV32,PAR_ASEV33,PAR_ASEV34,PAR_ASE_MV,PAR_ASC,PAR_ASC_V,PAR_ASS,PAR_ASS_V,PAR_SFM1,PAR_SFM2,PAR_SFM3,PAR_SFM4,PAR_SFM5,PAR_SFM6,PAR_SFM7,PAR_SFM8,PAR_SFM9,PAR_SFM10,PAR_SFM11,PAR_SFM12,PAR_SFM13,PAR_SFM14,PAR_SFM15,PAR_SFM16,PAR_SFM17,PAR_SFM18,PAR_SFM19,PAR_SFM20,PAR_SFM21,PAR_SFM22,PAR_SFM23,PAR_SFM24,PAR_SFM_M,PAR_SFMV1,PAR_SFMV2,PAR_SFMV3,PAR_SFMV4,PAR_SFMV5,PAR_SFMV6,PAR_SFMV7,PAR_SFMV8,PAR_SFMV9,PAR_SFMV10,PAR_SFMV11,PAR_SFMV12,PAR_SFMV13,PAR_SFMV14,PAR_SFMV15,PAR_SFMV16,PAR_SFMV17,PAR_SFMV18,PAR_SFMV19,PAR_SFMV20,PAR_SFMV21,PAR_SFMV22,PAR_SFMV23,PAR_SFMV24,PAR_SFM_MV,PAR_MFCC1,PAR_MFCC2,PAR_MFCC3,PAR_MFCC4,PAR_MFCC5,PAR_MFCC6,PAR_MFCC7,PAR_MFCC8,PAR_MFCC9,PAR_MFCC10,PAR_MFCC11,PAR_MFCC12,PAR_MFCC13,PAR_MFCC14,PAR_MFCC15,PAR_MFCC16,PAR_MFCC17,PAR_MFCC18,PAR_MFCC19,PAR_MFCC20,PAR_MFCCV1,PAR_MFCCV2,PAR_MFCCV3,PAR_MFCCV4,PAR_MFCCV5,PAR_MFCCV6,PAR_MFCCV7,PAR_MFCCV8,PAR_MFCCV9,PAR_MFCCV10,PAR_MFCCV11,PAR_MFCCV12,PAR_MFCCV13,PAR_MFCCV14,PAR_MFCCV15,PAR_MFCCV16,PAR_MFCCV17,PAR_MFCCV18,PAR_MFCCV19,PAR_MFCCV20,PAR_THR_1RMS_TOT,PAR_THR_2RMS_TOT,PAR_THR_3RMS_TOT,PAR_THR_1RMS_10FR_MEAN,PAR_THR_1RMS_10FR_VAR,PAR_THR_2RMS_10FR_MEAN,PAR_THR_2RMS_10FR_VAR,PAR_THR_3RMS_10FR_MEAN,PAR_THR_3RMS_10FR_VAR,PAR_PEAK_RMS_TOT,PAR_PEAK_RMS10FR_MEAN,PAR_PEAK_RMS10FR_VAR,PAR_ZCD,PAR_1RMS_TCD,PAR_2RMS_TCD,PAR_3RMS_TCD,PAR_ZCD_10FR_MEAN,PAR_ZCD_10FR_VAR,PAR_1RMS_TCD_10FR_MEAN,PAR_1RMS_TCD_10FR_VAR,PAR_2RMS_TCD_10FR_MEAN,PAR_2RMS_TCD_10FR_VAR,PAR_3RMS_TCD_10FR_MEAN,PAR_3RMS_TCD_10FR_VAR
1015,2.5028,653.6,44771,-0.20062,-0.20034,-0.18599,-0.1741,-0.15621,-0.14403,-0.13344,-0.11952,-0.12296,-0.1207,-0.11881,-0.11847,-0.099485,-0.098805,-0.11999,-0.1174,-0.11862,-0.13044,-0.15196,-0.13509,-0.13779,-0.13744,-0.15097,-0.15628,-0.16203,-0.17329,-0.18947,-0.19827,-0.20664,-0.21731,-0.22261,-0.24029,-0.29715,-0.29424,-0.16326,0.00017568,0.00041371,0.00044257,0.00037779,0.00031007,0.00043454,0.00054717,0.00046621,0.00067749,0.0006582,0.0004231,0.0002403,0.00031367,0.00034501,0.00032832,0.00035213,0.00020477,0.00036249,0.00022317,0.00015252,0.00017827,0.00030118,0.00028564,0.00022064,0.00025328,0.00014591,0.00014986,0.00012187,0.00018656,0.00025498,0.00023456,0.00042397,0.00025838,0.00025607,0.0003153,-1.0195,0.17058,0.91369,0.02747,0.15781,0.0043565,0.094604,0.093559,0.040947,0.033562,0.035336,0.021429,0.034896,0.033944,0.024383,0.023503,0.062615,0.038844,0.033652,0.025343,0.070974,0.059781,0.048542,0.041759,0.095493,0.082568,0.030701,0.082804,0.052975,0.0038419,0.00000261,0.0014959,0.0011611,0.00031589,0.00045426,0.00025189,0.00014567,0.00057242,0.00031884,0.00019686,0.0001649,0.001038,0.00044517,0.00043057,0.00022904,0.00080684,0.00069447,0.0005264,0.00030795,0.00069356,0.00064475,0.00062641,0.000000125,0.00064023,1.1865,-0.38303,0.39854,-0.30822,-0.20406,-0.29286,0.058195,-0.11119,-0.19867,-0.068898,-0.15696,-0.076349,0.10945,-0.0052957,-0.051325,0.0025492,-0.059256,-0.085836,-0.068384,-0.099837,1.1865,-0.38303,0.39854,-0.30822,-0.20406,-0.29286,0.058195,-0.11119,-0.19867,-0.068898,-0.15696,-0.076349,0.10945,-0.0052957,-0.051325,0.0025492,-0.059256,-0.085836,-0.068384,-0.099837,0.12194,0.027714,0.0082313,0.14946,0.00021682,0.024044,0.0000327,0.0021823,0.00000193,5.7212,7.1751,13.531,0.037605,0.033283,0.0093152,0.0026848,0.036555,0.00013869,0.034634,0.00030682,0.010895,0.0000976,0.0032218,0.000021
1016,2.9143,262.5,3074.4,-0.13381,-0.14963,-0.14145,-0.13087,-0.12235,-0.11945,-0.12098,-0.094974,-0.070851,-0.066293,-0.09466,-0.13145,-0.12449,-0.12953,-0.12735,-0.12428,-0.14499,-0.15586,-0.15502,-0.16077,-0.16705,-0.17609,-0.17604,-0.17004,-0.178,-0.18687,-0.19702,-0.22339,-0.24025,-0.24739,-0.2536,-0.25597,-0.25875,-0.26976,-0.16174,0.00032492,0.0004156,0.00061171,0.00064074,0.00050565,0.00041917,0.000419,0.00032919,0.00056564,0.00049724,0.00032776,0.00044293,0.00032394,0.00024086,0.00088295,0.0012893,0.0005872,0.00032656,0.00026105,0.00033364,0.00022962,0.00015783,0.00016855,0.00020817,0.00013785,0.0000886,0.00010482,0.00011281,0.00013377,0.00018977,0.00024653,0.00026095,0.00029434,0.00021237,0.0003615,-2.1441,0.12636,0.6159,0.072587,0.097214,0.0025077,0.088903,0.092646,0.05162,0.043099,0.034993,0.036206,0.062781,0.06137,0.050211,0.044376,0.1052,0.079781,0.071842,0.058278,0.12124,0.082994,0.062632,0.064016,0.11745,0.10312,0.079789,0.064132,0.06985,0.0043479,0.00000359,0.0013932,0.0011209,0.00091012,0.00089434,0.00068373,0.0002931,0.00095073,0.0005744,0.00036441,0.00018733,0.0004186,0.00026689,0.00020003,0.00011713,0.00018746,0.00019367,0.00024988,0.00024559,0.00068416,0.00076146,0.00060185,0.00055726,0.00067532,1.7534,0.5895,0.90773,-0.1001,0.64732,-0.10117,0.18045,0.057839,0.27175,-0.078173,0.15445,-0.13293,-0.042234,-0.059601,-0.026035,-0.045054,-0.066955,-0.085177,-0.066971,-0.068943,1.7534,0.5895,0.90773,-0.1001,0.64732,-0.10117,0.18045,0.057839,0.27175,-0.078173,0.15445,-0.13293,-0.042234,-0.059601,-0.026035,-0.045054,-0.066955,-0.085177,-0.066971,-0.068943,0.15137,0.026005,0,0.16622,0.0017584,0.013377,0.0002935,0.0018993,0.0000214,3.0878,3.7193,2.5347,0.014091,0.01405,0.0073016,0.0000363,0.013829,0.00000353,0.014248,0.0000447,0.0070204,0.0000491,0.0000218,2.11E-09
1017,2.6796,1282.1,76749,-0.18191,-0.17685,-0.16225,-0.15034,-0.14466,-0.14671,-0.1541,-0.15869,-0.15293,-0.1449,-0.14158,-0.1334,-0.12982,-0.12432,-0.12755,-0.12634,-0.12714,-0.12126,-0.13855,-0.1346,-0.13433,-0.12985,-0.1399,-0.14583,-0.15553,-0.16128,-0.16867,-0.17393,-0.18175,-0.18948,-0.19577,-0.21008,-0.34074,-0.33886,-0.16306,0.00050494,0.00076801,0.00082325,0.00079901,0.00075995,0.00068221,0.00048244,0.00035584,0.00043021,0.00047127,0.00035469,0.00039135,0.00036211,0.00021384,0.00035902,0.00040098,0.00025057,0.00041438,0.00036724,0.00022478,0.00029416,0.00049687,0.00023334,0.0001975,0.00026689,0.00017871,0.00014344,0.00019537,0.00020114,0.00019658,0.00023112,0.00064614,0.00033797,0.00039516,0.00039501,-0.29744,0.19512,1.3762,0.08644,0.18361,0.005378,0.10975,0.10549,0.074207,0.061686,0.04473,0.032071,0.057563,0.054891,0.043905,0.029951,0.064193,0.048728,0.042291,0.035881,0.086504,0.073815,0.052191,0.046067,0.10536,0.086441,0.005005,0.081611,0.063806,0.0025799,0.00000341,0.001177,0.0010393,0.00057644,0.0004145,0.00025701,0.00019444,0.0004827,0.00039752,0.00026226,0.00018962,0.0011881,0.00042878,0.00034761,0.0003331,0.00088218,0.00066857,0.00050174,0.00035309,0.00072205,0.00068119,0.0000211,0.00000884,0.00057127,-0.21309,-0.66584,-0.096134,-0.23804,-0.28453,-0.056534,0.049674,-0.084428,-0.11834,-0.13604,0.022928,-0.040729,0.0015562,0.041817,-0.038551,-0.048257,-0.027948,-0.048387,-0.098662,-0.10171,-0.21309,-0.66584,-0.096134,-0.23804,-0.28453,-0.056534,0.049674,-0.084428,-0.11834,-0.13604,0.022928,-0.040729,0.0015562,0.041817,-0.038551,-0.048257,-0.027948,-0.048387,-0.098662,-0.10171,0.15276,0.02381,0.0014195,0.15878,0.0000435,0.02178,0.0000133,0.0011755,0.00000106,4.7287,5.0268,0.99952,0.078812,0.091565,0.02234,0.002458,0.079684,0.00011039,0.090688,0.00047954,0.021442,0.00016713,0.0022531,0.00000446
1018,2.5101,1453.5,420190,-0.15764,-0.1491,-0.13654,-0.12709,-0.12201,-0.12529,-0.12853,-0.13167,-0.13442,-0.14336,-0.14464,-0.15895,-0.17126,-0.16486,-0.17132,-0.16727,-0.17709,-0.17952,-0.17469,-0.18042,-0.16855,-0.15661,-0.14441,-0.1491,-0.15646,-0.16342,-0.164,-0.1776,-0.18836,-0.20499,-0.21597,-0.22448,-0.24702,-0.27629,-0.16714,0.00085923,0.00099437,0.00061216,0.00040959,0.00038705,0.00050755,0.0004592,0.0003515,0.00025641,0.00020764,0.00022845,0.00033838,0.00032537,0.00033065,0.00030811,0.00029472,0.00021675,0.0003116,0.00035391,0.00030645,0.00018302,0.00017994,0.0001116,0.0000778,0.0000604,0.0000883,0.0000789,0.00011775,0.00023851,0.0002731,0.00025921,0.00042947,0.00028342,0.00042821,0.00031967,-1.1243,0.91876,2.1287,0.073719,0.19033,0.0054078,0.10595,0.11026,0.078941,0.065554,0.05332,0.040666,0.082359,0.070258,0.053616,0.045723,0.093492,0.082056,0.07535,0.061359,0.11561,0.096585,0.078351,0.061845,0.1195,0.099138,0.07658,0.053337,0.079816,0.0020787,0.00000313,0.0011531,0.0011616,0.00049491,0.00040666,0.00032005,0.00020127,0.00028948,0.00032492,0.00018081,0.0001188,0.00051299,0.00012917,0.0000996,0.0000452,0.0001753,0.00011699,0.0000897,0.0000781,0.00013495,0.00018817,0.00012475,0.00016526,0.00035807,-1.6122,0.16689,0.60618,-0.11467,-0.027529,0.20581,0.11396,-0.022555,0.1773,0.044533,0.073554,-0.032154,0.052903,-0.02857,0.049079,0.053095,-0.064793,-0.059393,-0.07851,-0.0043314,-1.6122,0.16689,0.60618,-0.11467,-0.027529,0.20581,0.11396,-0.022555,0.1773,0.044533,0.073554,-0.032154,0.052903,-0.02857,0.049079,0.053095,-0.064793,-0.059393,-0.07851,-0.0043314,0.14853,0.022571,0.0032925,0.15026,0.0000288,0.022552,0.0000124,0.0029279,0.00000273,5.1358,5.1939,0.27606,0.099483,0.10852,0.020544,0.0030295,0.099167,0.00061415,0.10725,0.00028305,0.020691,0.0000149,0.0030367,0.00000177
1019,2.6113,1244.5,312360,-0.19471,-0.19034,-0.17714,-0.15449,-0.1422,-0.1365,-0.13939,-0.14367,-0.14162,-0.14183,-0.14327,-0.13734,-0.15004,-0.15631,-0.15604,-0.12458,-0.15493,-0.11752,-0.1353,-0.14623,-0.14901,-0.14931,-0.14876,-0.17178,-0.15157,-0.15726,-0.1517,-0.1771,-0.19124,-0.20263,-0.20944,-0.2586,-0.23386,-0.29419,-0.16559,0.0007529,0.00096979,0.00076088,0.00061931,0.0006649,0.00072469,0.00069053,0.00059662,0.0007649,0.00065438,0.00059304,0.00037364,0.00033866,0.00046643,0.00067959,0.00049647,0.00030675,0.00089983,0.0005849,0.00043478,0.00024072,0.00031639,0.00030257,0.00032167,0.00050979,0.00031522,0.00061724,0.00019719,0.00026343,0.0001637,0.00027734,0.0020129,0.00067923,0.0014265,0.00058873,-0.54871,0.7963,1.3667,0.093732,0.18382,0.005587,0.093846,0.099251,0.067441,0.053752,0.026882,0.018978,0.036876,0.036383,0.031682,0.02745,0.062212,0.048557,0.045369,0.036994,0.07433,0.069504,0.037939,0.046041,0.091189,0.041748,0.025779,0.012917,0.053105,0.003014,0.00000279,0.001336,0.0011372,0.0006631,0.00061623,0.00033196,0.00027053,0.0010081,0.00082802,0.00044239,0.0002882,0.0012302,0.00055501,0.00052258,0.00049903,0.0012062,0.0010362,0.00076578,0.00036299,0.0011855,0.00071026,0.00078675,0.00023207,0.00079297,-0.48269,-0.32563,-0.45308,-0.31847,0.1107,0.043133,0.29351,-0.17018,0.085041,0.10868,0.12339,0.012974,0.08534,-0.33314,0.14245,-0.14317,0.012235,-0.12195,-0.063606,-0.12026,-0.48269,-0.32563,-0.45308,-0.31847,0.1107,0.043133,0.29351,-0.17018,0.085041,0.10868,0.12339,0.012974,0.08534,-0.33314,0.14245,-0.14317,0.012235,-0.12195,-0.063606,-0.12026,0.14136,0.031424,0.0037506,0.14529,0.0000768,0.029703,0.00000872,0.0031782,0.0000025,4.8915,5.418,4.3011,0.07732,0.083125,0.026467,0.0036372,0.080729,0.00014112,0.085769,0.00090636,0.028065,0.00016529,0.0038204,0.00000661
1020,2.4895,758.36,74140,-0.14481,-0.1389,-0.1242,-0.10541,-0.098526,-0.10043,-0.11168,-0.11729,-0.11195,-0.12569,-0.13754,-0.15189,-0.14973,-0.13527,-0.14475,-0.15243,-0.1419,-0.14968,-0.14414,-0.14595,-0.14476,-0.14694,-0.15035,-0.16124,-0.15625,-0.17451,-0.17995,-0.18629,-0.18699,-0.19268,-0.206,-0.23758,-0.35262,-0.35522,-0.16069,0.0010894,0.0013981,0.00074387,0.00030142,0.00026445,0.0003189,0.00022585,0.00036013,0.00024427,0.00039824,0.0004059,0.00025225,0.00034793,0.00047163,0.00040959,0.0003659,0.00031041,0.00034898,0.00020656,0.00026762,0.0003654,0.00022559,0.00015359,0.00012459,0.0001931,0.0000976,0.00010682,0.00013864,0.00019999,0.00021973,0.00019673,0.00077097,0.000767,0.00046844,0.00037528,-1.8192,0.46521,1.7925,0.059611,0.17198,0.0052542,0.10802,0.10475,0.063403,0.055404,0.046138,0.036136,0.071468,0.067967,0.051087,0.039941,0.10148,0.068658,0.066001,0.049043,0.10892,0.10019,0.077869,0.063976,0.11314,0.062365,0.0088929,0.054903,0.070708,0.0030573,0.0000032,0.00073071,0.0010956,0.00060006,0.00061758,0.00031361,0.00021288,0.00054762,0.00031641,0.00020387,0.00018513,0.00058821,0.00026829,0.00022837,0.00021674,0.00049737,0.00016468,0.00011372,0.000082,0.00033028,0.00076297,0.00013734,0.0013106,0.00052436,-0.49418,-0.30386,0.20597,0.035175,0.048259,0.010842,0.036716,0.12034,0.035794,0.078339,0.010526,-0.052672,0.17957,0.0013224,0.070603,0.10508,-0.087155,-0.057456,-0.067865,-0.068955,-0.49418,-0.30386,0.20597,0.035175,0.048259,0.010842,0.036716,0.12034,0.035794,0.078339,0.010526,-0.052672,0.17957,0.0013224,0.070603,0.10508,-0.087155,-0.057456,-0.067865,-0.068955,0.1598,0.023451,0.00018594,0.15898,0.00011834,0.023124,0.0000154,0.0010776,0.00000244,3.0801,3.1386,0.055983,0.061025,0.07302,0.015846,0.00040816,0.060305,0.0000779,0.0712,0.00025408,0.014901,0.0000315,0.00042449,0.000000017
1021,2.5305,1180.2,246870,-0.14097,-0.13138,-0.1181,-0.10972,-0.10655,-0.10707,-0.11475,-0.12702,-0.13483,-0.1295,-0.1344,-0.14522,-0.15443,-0.15365,-0.15121,-0.14466,-0.14411,-0.14722,-0.15536,-0.14808,-0.15502,-0.13468,-0.13811,-0.13503,-0.14448,-0.15824,-0.17263,-0.19005,-0.19856,-0.19827,-0.21168,-0.25333,-0.33399,-0.35546,-0.16111,0.00064465,0.00079732,0.00036679,0.0002758,0.0002577,0.00024833,0.00023973,0.00025385,0.00026367,0.00032073,0.00037007,0.00030459,0.00033049,0.00042646,0.00043021,0.00047943,0.00030388,0.00029644,0.00017173,0.0002804,0.00018376,0.00034158,0.00042401,0.00030728,0.00024956,0.00019591,0.00021861,0.00026481,0.00032658,0.00034729,0.00044677,0.0016172,0.0015923,0.00042213,0.00041177,-1.2207,0.79208,2.0094,0.06486,0.19712,0.0056787,0.11246,0.10825,0.075145,0.062032,0.048617,0.038654,0.072877,0.063528,0.048605,0.042295,0.085713,0.065254,0.060951,0.049565,0.10237,0.085691,0.06743,0.054202,0.10001,0.045032,0.016289,0.046751,0.068938,0.0016432,0.00000255,0.0010727,0.0010239,0.00055894,0.00052383,0.00032674,0.00015956,0.00039045,0.0003557,0.00030293,0.00017213,0.0012426,0.00083897,0.00047639,0.00026114,0.00071607,0.00055423,0.00045561,0.00035369,0.0011239,0.00075322,0.00050712,0.001381,0.00063319,-0.94566,-0.34163,0.46221,-0.40454,0.087824,0.057568,0.20988,0.097917,0.11559,0.041363,-0.028398,-0.010519,0.15187,-0.002778,-0.10896,0.10766,0.041971,-0.16463,-0.025631,-0.037292,-0.94566,-0.34163,0.46221,-0.40454,0.087824,0.057568,0.20988,0.097917,0.11559,0.041363,-0.028398,-0.010519,0.15187,-0.002778,-0.10896,0.10766,0.041971,-0.16463,-0.025631,-0.037292,0.15557,0.022113,0.0015057,0.15931,0.0000215,0.02123,0.0000114,0.0012245,0.00000139,3.2908,3.3393,0.12626,0.078503,0.095206,0.020871,0.0015782,0.07951,0.00010565,0.097018,0.00038465,0.021965,0.000105,0.0015673,0.00000149
1022,2.6042,639.12,58820,-0.20085,-0.20413,-0.2034,-0.19531,-0.18997,-0.17518,-0.14514,-0.11383,-0.10218,-0.10286,-0.12164,-0.12332,-0.13287,-0.12487,-0.13206,-0.1366,-0.13644,-0.14454,-0.14055,-0.12767,-0.13375,-0.13895,-0.15111,-0.15881,-0.16684,-0.17387,-0.17151,-0.17643,-0.18308,-0.19239,-0.19872,-0.21295,-0.29536,-0.29257,-0.1647,0.0002324,0.00042982,0.00034496,0.00025273,0.00024114,0.00052254,0.00068933,0.00061305,0.00051272,0.000455,0.00028497,0.00039357,0.00039074,0.00023742,0.00039062,0.0002033,0.000246,0.00023874,0.00017976,0.00038346,0.00031627,0.0003276,0.00013478,0.00014015,0.00010299,0.0000805,0.00011927,0.00010679,0.00013955,0.00011431,0.00016791,0.00023476,0.0002304,0.00023034,0.00028494,-1.304,0.22656,1.0919,0.049945,0.12671,0.004185,0.088205,0.08479,0.062994,0.042239,0.039044,0.025959,0.051087,0.039624,0.027818,0.022169,0.067302,0.055011,0.050909,0.040154,0.097507,0.082304,0.064843,0.042918,0.11159,0.09422,0.0118,0.082614,0.059,0.0033979,0.00000358,0.0011935,0.0011817,0.00058734,0.00058239,0.00032036,0.00015265,0.00059822,0.00048334,0.00028859,0.00020184,0.0010312,0.0005031,0.00041324,0.00019799,0.00048508,0.00053262,0.00024732,0.00025859,0.00038045,0.00035669,0.00011827,0.000000554,0.00056319,0.40736,-0.33806,0.24637,0.41078,-0.032808,-0.055913,0.013462,0.13717,0.05548,-0.017006,-0.0037661,-0.069752,0.035444,0.073083,-0.0033801,-0.011749,-0.053897,-0.016477,-0.12706,-0.11579,0.40736,-0.33806,0.24637,0.41078,-0.032808,-0.055913,0.013462,0.13717,0.05548,-0.017006,-0.0037661,-0.069752,0.035444,0.073083,-0.0033801,-0.011749,-0.053897,-0.016477,-0.12706,-0.11579,0.10772,0.029646,0.010104,0.15087,0.000126,0.024403,0.0000472,0.0025633,0.00000516,6.7001,8.9045,16.277,0.043002,0.030893,0.0095601,0.0033288,0.042329,0.000089,0.033186,0.00033376,0.010884,0.00016955,0.0039075,0.0000355
1023,2.4649,421.45,53132,-0.16177,-0.15464,-0.12956,-0.10937,-0.096124,-0.089101,-0.091599,-0.10297,-0.11772,-0.13096,-0.12779,-0.12148,-0.14194,-0.15542,-0.15648,-0.14968,-0.14868,-0.14343,-0.15296,-0.15611,-0.1562,-0.13964,-0.15308,-0.16926,-0.17847,-0.18505,-0.18363,-0.18911,-0.19006,-0.19459,-0.21046,-0.27925,-0.31791,-0.31485,-0.16175,0.00032643,0.00053362,0.00048776,0.00045272,0.00051071,0.00054941,0.00053026,0.00039945,0.00040314,0.00034598,0.00048679,0.00051874,0.00034507,0.00045009,0.00043983,0.0005306,0.00058918,0.00071404,0.0003629,0.00029266,0.00028751,0.00025574,0.00017205,0.00020677,0.00010888,0.00014824,0.00010551,0.00015163,0.0001692,0.00014096,0.00016636,0.0013821,0.0003504,0.00035663,0.00039034,-2.2207,0.41852,1.2048,0.091668,0.17218,0.0050107,0.083766,0.080079,0.06911,0.058147,0.032099,0.022802,0.049638,0.044873,0.038972,0.029212,0.062125,0.051521,0.049016,0.052512,0.1073,0.092095,0.075659,0.061127,0.10805,0.037459,0.032401,0.080556,0.062322,0.0026648,0.00000375,0.0016258,0.0015137,0.00065456,0.00056531,0.00036774,0.00025857,0.00077168,0.0004959,0.00032275,0.00023756,0.00095441,0.00048903,0.00037517,0.00017188,0.00042817,0.0003719,0.00017312,0.00011073,0.00028072,0.00056866,0.0011106,0.00014257,0.00061079,0.22522,-0.18995,0.30498,0.1763,-0.037549,0.45427,0.31699,-0.029412,0.011425,0.016845,-0.0015073,-0.024334,0.040588,0.058793,0.0066888,-0.043767,0.016456,0.0066799,-0.18347,0.040131,0.22522,-0.18995,0.30498,0.1763,-0.037549,0.45427,0.31699,-0.029412,0.011425,0.016845,-0.0015073,-0.024334,0.040588,0.058793,0.0066888,-0.043767,0.016456,0.0066799,-0.18347,0.040131,0.1555,0.027655,0.0020136,0.1578,0.00025622,0.026476,0.00019404,0.0024599,0.0000115,3.8366,4.1156,1.7153,0.033329,0.034866,0.0098639,0.00087982,0.033105,0.000041,0.033894,0.000076,0.0098177,0.0000271,0.0009034,0.000000385
1024,2.0938,1622.1,303890,-0.16569,-0.16308,-0.15918,-0.15536,-0.15369,-0.15518,-0.15842,-0.16303,-0.16694,-0.16721,-0.16491,-0.1577,-0.15705,-0.15255,-0.14086,-0.1331,-0.13412,-0.13971,-0.14028,-0.14587,-0.14135,-0.15023,-0.14435,-0.14193,-0.14693,-0.15935,-0.16735,-0.16642,-0.17548,-0.18193,-0.18866,-0.20896,-0.28686,-0.31384,-0.1661,0.00028492,0.00044185,0.00049198,0.00053473,0.00066532,0.00072824,0.0007376,0.00088033,0.00088172,0.00066929,0.00043619,0.00021966,0.00022331,0.00018306,0.00018884,0.00043501,0.00052437,0.00028135,0.00046822,0.00017633,0.00031223,0.00015667,0.00018533,0.00036932,0.00028579,0.0002128,0.000161,0.00016393,0.00015369,0.00014441,0.00023921,0.00046355,0.0020357,0.00080735,0.00044539,-0.15156,0.8703,1.4501,0.21143,0.18643,0.0058367,0.10787,0.10833,0.073937,0.064683,0.048937,0.034515,0.069871,0.059025,0.050025,0.042171,0.089659,0.059345,0.053293,0.038362,0.088601,0.08181,0.063547,0.054721,0.1152,0.06752,0.012729,0.033479,0.067079,0.001881,0.00000231,0.0010758,0.0010908,0.00059978,0.00040829,0.00029855,0.00022565,0.0005438,0.00063409,0.00029188,0.00016465,0.0011385,0.00055961,0.00041548,0.00025364,0.0010708,0.00061892,0.00042718,0.00023937,0.00040928,0.00090151,0.00018325,0.0013273,0.00061506,-0.90454,-0.68847,-0.25923,-0.54657,-0.21795,-0.042074,-0.14937,0.14841,-0.0034049,-0.037717,0.073022,-0.009886,-0.074343,-0.014468,0.046814,-0.024326,-0.091162,-0.066517,-0.069103,-0.086522,-0.90454,-0.68847,-0.25923,-0.54657,-0.21795,-0.042074,-0.14937,0.14841,-0.0034049,-0.037717,0.073022,-0.009886,-0.074343,-0.014468,0.046814,-0.024326,-0.091162,-0.066517,-0.069103,-0.086522,0.097891,0.031732,0.011143,0.13252,0.0008054,0.0288,0.0000266,0.0051429,0.0000175,8.5711,11.112,19.399,0.096952,0.06434,0.025011,0.011438,0.098808,0.00016258,0.066395,0.00095797,0.025556,0.00099421,0.011995,0.00032899
